 Ed: 0, train_loss: 1.68796, acc: 0.10938
 Ed: 24960, train_loss: 0.86912, acc: 0.66348
 Ed: 25600, train_loss: 0.87023, acc: 0.66326
 Ed: 26240, train_loss: 0.87000, acc: 0.66363
 Ed: 26880, train_loss: 0.87199, acc: 0.66304
 Ed: 27520, train_loss: 0.87201, acc: 0.66234
 Ed: 28160, train_loss: 0.87284, acc: 0.66217
 Ed: 28800, train_loss: 0.87252, acc: 0.66204
 Ed: 29440, train_loss: 0.87234, acc: 0.66181
 Ed: 30080, train_loss: 0.87217, acc: 0.66199
 Ed: 30720, train_loss: 0.87261, acc: 0.66151
 Ed: 31360, train_loss: 0.87346, acc: 0.66106
 Ed: 32000, train_loss: 0.87318, acc: 0.66046
 Ed: 32640, train_loss: 0.87181, acc: 0.66133
 Ed: 33280, train_loss: 0.87133, acc: 0.66105
 Ed: 33920, train_loss: 0.87101, acc: 0.66122
 Ed: 34560, train_loss: 0.87111, acc: 0.66099
 Ed: 35200, train_loss: 0.87157, acc: 0.66042
 Ed: 35840, train_loss: 0.87152, acc: 0.66020
 Ed: 36480, train_loss: 0.87097, acc: 0.66027
 Ed: 37120, train_loss: 0.87054, acc: 0.66047
 Ed: 37760, train_loss: 0.86984, acc: 0.66101
 Ed: 38400, train_loss: 0.87009, acc: 0.66057
 Ed: 39040, train_loss: 0.87065, acc: 0.66021
 Ed: 39680, train_loss: 0.86953, acc: 0.66063
accuracy: 
0.6158
macrof: 
0.5128
 Ed: 0, train_loss: 0.83722, acc: 0.67188
 Ed: 640, train_loss: 0.78183, acc: 0.67614
 Ed: 1280, train_loss: 0.77836, acc: 0.68452
 Ed: 1920, train_loss: 0.77059, acc: 0.69355
 Ed: 2560, train_loss: 0.77859, acc: 0.68979
 Ed: 3200, train_loss: 0.75858, acc: 0.69455
 Ed: 3840, train_loss: 0.76055, acc: 0.69493
 Ed: 4480, train_loss: 0.75673, acc: 0.69740
 Ed: 5120, train_loss: 0.75318, acc: 0.69792
 Ed: 5760, train_loss: 0.75147, acc: 0.69952
 Ed: 6400, train_loss: 0.75244, acc: 0.69910
 Ed: 7040, train_loss: 0.75113, acc: 0.70073
 Ed: 7680, train_loss: 0.75389, acc: 0.69925
 Ed: 8320, train_loss: 0.75564, acc: 0.69812
 Ed: 8960, train_loss: 0.75607, acc: 0.69747
 Ed: 9600, train_loss: 0.75615, acc: 0.69692
 Ed: 10240, train_loss: 0.75865, acc: 0.69507
 Ed: 10880, train_loss: 0.76127, acc: 0.69481
 Ed: 11520, train_loss: 0.76205, acc: 0.69475
 Ed: 12160, train_loss: 0.76404, acc: 0.69380
 Ed: 12800, train_loss: 0.76322, acc: 0.69488
 Ed: 13440, train_loss: 0.76072, acc: 0.69624
 Ed: 14080, train_loss: 0.76461, acc: 0.69372
 Ed: 14720, train_loss: 0.76426, acc: 0.69386
 Ed: 15360, train_loss: 0.76997, acc: 0.69236
 Ed: 16000, train_loss: 0.77195, acc: 0.69211
 Ed: 16640, train_loss: 0.77254, acc: 0.69163
 Ed: 17280, train_loss: 0.77961, acc: 0.69107
 Ed: 17920, train_loss: 0.78294, acc: 0.68961
 Ed: 18560, train_loss: 0.78405, acc: 0.68911
 Ed: 19200, train_loss: 0.78290, acc: 0.68994
 Ed: 19840, train_loss: 0.78241, acc: 0.68976
 Ed: 20480, train_loss: 0.78295, acc: 0.68935
 Ed: 21120, train_loss: 0.78611, acc: 0.68826
 Ed: 21760, train_loss: 0.78613, acc: 0.68736
 Ed: 22400, train_loss: 0.78518, acc: 0.68768
 Ed: 23040, train_loss: 0.78481, acc: 0.68759
 Ed: 23680, train_loss: 0.78678, acc: 0.68801
 Ed: 24320, train_loss: 0.78758, acc: 0.68754
 Ed: 24960, train_loss: 0.78696, acc: 0.68770
 Ed: 25600, train_loss: 0.78551, acc: 0.68820
 Ed: 26240, train_loss: 0.78626, acc: 0.68803
 Ed: 26880, train_loss: 0.78534, acc: 0.68832
 Ed: 27520, train_loss: 0.78624, acc: 0.68797
 Ed: 28160, train_loss: 0.78539, acc: 0.68817
 Ed: 28800, train_loss: 0.78548, acc: 0.68788
 Ed: 29440, train_loss: 0.78600, acc: 0.68821
 Ed: 30080, train_loss: 0.78704, acc: 0.68813
 Ed: 30720, train_loss: 0.78677, acc: 0.68825
 Ed: 31360, train_loss: 0.78772, acc: 0.68807
 Ed: 32000, train_loss: 0.78799, acc: 0.68819
 Ed: 32640, train_loss: 0.78840, acc: 0.68799
 Ed: 33280, train_loss: 0.78956, acc: 0.68747
 Ed: 33920, train_loss: 0.79048, acc: 0.68697
 Ed: 34560, train_loss: 0.79108, acc: 0.68704
 Ed: 35200, train_loss: 0.79201, acc: 0.68702
 Ed: 35840, train_loss: 0.79446, acc: 0.68686
 Ed: 36480, train_loss: 0.79541, acc: 0.68649
 Ed: 37120, train_loss: 0.79588, acc: 0.68653
 Ed: 37760, train_loss: 0.79677, acc: 0.68642
 Ed: 38400, train_loss: 0.79664, acc: 0.68651
 Ed: 39040, train_loss: 0.79665, acc: 0.68648
 Ed: 39680, train_loss: 0.79715, acc: 0.68622
accuracy: 
0.6504
macrof: 
0.4368
